"id","section","control","status","evidence","revision"
"U0215","12. PULSANTE REGISTRA AUDIO","Autorizzare il microfono.","pending","","1.31.0"
"U0216","12. PULSANTE REGISTRA AUDIO","Negare il microfono.","pending","","1.31.0"
"U0217","12. PULSANTE REGISTRA AUDIO","Avviare la registrazione.","pending","","1.31.0"
"U0218","12. PULSANTE REGISTRA AUDIO","Mettere in pausa.","pending","","1.31.0"
"U0219","12. PULSANTE REGISTRA AUDIO","Riprendere.","pending","","1.31.0"
"U0220","12. PULSANTE REGISTRA AUDIO","Interrompere.","pending","","1.31.0"
"U0221","12. PULSANTE REGISTRA AUDIO","Riascoltare.","pending","","1.31.0"
"U0222","12. PULSANTE REGISTRA AUDIO","Eliminare.","pending","","1.31.0"
"U0223","12. PULSANTE REGISTRA AUDIO","Registrare nuovamente.","pending","","1.31.0"
"U0224","12. PULSANTE REGISTRA AUDIO","Aggiungere l’audio al post.","passed","Playwright mobile: WAV valido aggiunto insieme a foto e video; preview b4f2cf13; 2026-08-04","1.31.0"
"U0225","12. PULSANTE REGISTRA AUDIO","Pubblicare.","passed","Playwright mobile: pubblicazione multimediale confermata dal server con HTTP 201; preview b4f2cf13; 2026-08-04","1.31.0"
"U0226","12. PULSANTE REGISTRA AUDIO","Verificare riproduzione nel feed.","passed","Playwright mobile: player audio visibile e metadati decodificati con durata maggiore di zero; preview b4f2cf13; 2026-08-04","1.31.0"
"U0227","12. PULSANTE REGISTRA AUDIO","Verificare riproduzione sul secondo telefono.","pending","","1.31.0"
"U0228","12. PULSANTE REGISTRA AUDIO","Verificare formato iPhone.","pending","","1.31.0"
"U0229","12. PULSANTE REGISTRA AUDIO","Verificare formato Android.","pending","","1.31.0"
"U0230","12. PULSANTE REGISTRA AUDIO","Ricevere una telefonata durante la registrazione.","pending","","1.31.0"
"U0231","12. PULSANTE REGISTRA AUDIO","Bloccare lo schermo.","pending","","1.31.0"
"U0232","12. PULSANTE REGISTRA AUDIO","Cambiare applicazione.","pending","","1.31.0"
"U0233","12. PULSANTE REGISTRA AUDIO","Verificare recupero corretto.","pending","","1.31.0"
"U0234","13. PULSANTI DELLA POSIZIONE NEL POST","Toccare “Usa posizione attuale”.","pending","","1.31.0"
"U0235","13. PULSANTI DELLA POSIZIONE NEL POST","Autorizzare GPS.","pending","","1.31.0"
"U0236","13. PULSANTI DELLA POSIZIONE NEL POST","Negare GPS.","pending","","1.31.0"
"U0237","13. PULSANTI DELLA POSIZIONE NEL POST","Verificare coordinate.","pending","","1.31.0"
"U0238","13. PULSANTI DELLA POSIZIONE NEL POST","Verificare nome del luogo.","pending","","1.31.0"
"U0239","13. PULSANTI DELLA POSIZIONE NEL POST","Verificare ricerca inversa.","pending","","1.31.0"
"U0240","13. PULSANTI DELLA POSIZIONE NEL POST","Verificare fallback con coordinate numeriche.","pending","","1.31.0"
"U0241","13. PULSANTI DELLA POSIZIONE NEL POST","Rimuovere la posizione.","pending","","1.31.0"
"U0242","13. PULSANTI DELLA POSIZIONE NEL POST","Verificare cancellazione di nome e coordinate.","pending","","1.31.0"
"U0243","13. PULSANTI DELLA POSIZIONE NEL POST","Cercare un luogo manualmente.","pending","","1.31.0"
"U0244","13. PULSANTI DELLA POSIZIONE NEL POST","Selezionare un risultato.","pending","","1.31.0"
"U0245","13. PULSANTI DELLA POSIZIONE NEL POST","Modificare il nome dopo la selezione.","pending","","1.31.0"
"U0246","13. PULSANTI DELLA POSIZIONE NEL POST","Verificare coerenza tra nome e coordinate.","pending","","1.31.0"
"U0247","13. PULSANTI DELLA POSIZIONE NEL POST","Pubblicare il post.","pending","","1.31.0"
"U0248","13. PULSANTI DELLA POSIZIONE NEL POST","Aprire il luogo dal feed.","pending","","1.31.0"
"U0249","13. PULSANTI DELLA POSIZIONE NEL POST","Verificare che il pubblico veda soltanto la posizione consentita.","pending","","1.31.0"
"U0250","14. PULSANTI DEI SINGOLI POST","Aggiungere reazione.","passed","Playwright Galaxy S9+ su tre contesti: viaggiatore, familiare e pubblico; identità ospite server, like aggiunto/rimosso, commento creato/modificato/eliminato, sync automatica e comandi proprietà; preview c9d82d89; 2026-08-04","1.31.0"
"U0251","14. PULSANTI DEI SINGOLI POST","Cambiare reazione.","pending","","1.31.0"
"U0252","14. PULSANTI DEI SINGOLI POST","Rimuovere reazione.","passed","Playwright Galaxy S9+ su tre contesti: viaggiatore, familiare e pubblico; identità ospite server, like aggiunto/rimosso, commento creato/modificato/eliminato, sync automatica e comandi proprietà; preview c9d82d89; 2026-08-04","1.31.0"
"U0253","14. PULSANTI DEI SINGOLI POST","Verificare nome della persona.","passed","Playwright Galaxy S9+ su tre contesti: viaggiatore, familiare e pubblico; identità ospite server, like aggiunto/rimosso, commento creato/modificato/eliminato, sync automatica e comandi proprietà; preview c9d82d89; 2026-08-04","1.31.0"
"U0254","14. PULSANTI DEI SINGOLI POST","Verificare aggiornamento sul secondo telefono.","pending","","1.31.0"
"U0255","14. PULSANTI DEI SINGOLI POST","Doppio tocco rapido.","pending","","1.31.0"
"U0256","14. PULSANTI DEI SINGOLI POST","Verificare una sola reazione.","pending","","1.31.0"
"U0257","14. PULSANTI DEI SINGOLI POST","Aprire il campo.","pending","","1.31.0"
"U0258","14. PULSANTI DEI SINGOLI POST","Verificare focus e tastiera.","pending","","1.31.0"
"U0259","14. PULSANTI DEI SINGOLI POST","Scrivere commento.","passed","Playwright Galaxy S9+ su tre contesti: viaggiatore, familiare e pubblico; identità ospite server, like aggiunto/rimosso, commento creato/modificato/eliminato, sync automatica e comandi proprietà; preview c9d82d89; 2026-08-04","1.31.0"
"U0260","14. PULSANTI DEI SINGOLI POST","Inviare commento.","passed","Playwright Galaxy S9+ su tre contesti: viaggiatore, familiare e pubblico; identità ospite server, like aggiunto/rimosso, commento creato/modificato/eliminato, sync automatica e comandi proprietà; preview c9d82d89; 2026-08-04","1.31.0"
"U0261","14. PULSANTI DEI SINGOLI POST","Verificare comparsa immediata.","passed","Playwright Galaxy S9+ su tre contesti: viaggiatore, familiare e pubblico; identità ospite server, like aggiunto/rimosso, commento creato/modificato/eliminato, sync automatica e comandi proprietà; preview c9d82d89; 2026-08-04","1.31.0"
"U0262","14. PULSANTI DEI SINGOLI POST","Verificare sincronizzazione.","passed","Playwright Galaxy S9+ su tre contesti: viaggiatore, familiare e pubblico; identità ospite server, like aggiunto/rimosso, commento creato/modificato/eliminato, sync automatica e comandi proprietà; preview c9d82d89; 2026-08-04","1.31.0"
"U0263","14. PULSANTI DEI SINGOLI POST","Aprire condivisione nativa.","pending","","1.31.0"
"U0264","14. PULSANTI DEI SINGOLI POST","Condividere su WhatsApp.","pending","","1.31.0"
"U0265","14. PULSANTI DEI SINGOLI POST","Condividere tramite messaggio.","pending","","1.31.0"
"U0266","14. PULSANTI DEI SINGOLI POST","Verificare link del post preciso.","pending","","1.31.0"
"U0267","14. PULSANTI DEI SINGOLI POST","Verificare fallback “Copia link”.","pending","","1.31.0"
"U0268","14. PULSANTI DEI SINGOLI POST","Aprire il link senza password.","pending","","1.31.0"
"U0269","14. PULSANTI DEI SINGOLI POST","Verificare rispetto della visibilità.","pending","","1.31.0"
"U0270","14. PULSANTI DEI SINGOLI POST","Salvare il post.","pending","","1.31.0"
"U0271","14. PULSANTI DEI SINGOLI POST","Verificare evidenziazione.","pending","","1.31.0"
"U0272","14. PULSANTI DEI SINGOLI POST","Chiudere e riaprire l’app.","pending","","1.31.0"
"U0273","14. PULSANTI DEI SINGOLI POST","Verificare persistenza.","pending","","1.31.0"
"U0274","14. PULSANTI DEI SINGOLI POST","Aprire da un secondo dispositivo.","passed","Playwright Galaxy S9+ su tre contesti: viaggiatore, familiare e pubblico; identità ospite server, like aggiunto/rimosso, commento creato/modificato/eliminato, sync automatica e comandi proprietà; preview c9d82d89; 2026-08-04","1.31.0"
"U0275","14. PULSANTI DEI SINGOLI POST","Verificare sincronizzazione, se prevista.","passed","Playwright Galaxy S9+ su tre contesti: viaggiatore, familiare e pubblico; identità ospite server, like aggiunto/rimosso, commento creato/modificato/eliminato, sync automatica e comandi proprietà; preview c9d82d89; 2026-08-04","1.31.0"
"U0276","14. PULSANTI DEI SINGOLI POST","Aprire menu.","pending","","1.31.0"
"U0277","14. PULSANTI DEI SINGOLI POST","Chiudere menu.","pending","","1.31.0"
"U0278","14. PULSANTI DEI SINGOLI POST","Toccare fuori dal menu.","pending","","1.31.0"
"U0279","14. PULSANTI DEI SINGOLI POST","Verificare “Elimina” soltanto per proprietario o Coordinatore.","passed","Playwright Galaxy S9+ su tre contesti: viaggiatore, familiare e pubblico; identità ospite server, like aggiunto/rimosso, commento creato/modificato/eliminato, sync automatica e comandi proprietà; preview c9d82d89; 2026-08-04","1.31.0"
"U0280","14. PULSANTI DEI SINGOLI POST","Verificare assenza di “Elimina” per utenti non autorizzati.","passed","Playwright Galaxy S9+ su tre contesti: viaggiatore, familiare e pubblico; identità ospite server, like aggiunto/rimosso, commento creato/modificato/eliminato, sync automatica e comandi proprietà; preview c9d82d89; 2026-08-04","1.31.0"
"U0281","15. ELIMINAZIONE DEI POST","Eliminare un proprio post.","passed","Authenticated remote QA: 18/18 applicable; preview a018a091; 2026-08-04","1.31.0"
"U0282","15. ELIMINAZIONE DEI POST","Annullare dalla finestra di conferma.","pending","","1.31.0"
"U0283","15. ELIMINAZIONE DEI POST","Confermare eliminazione.","pending","","1.31.0"
"U0284","15. ELIMINAZIONE DEI POST","Verificare scomparsa dal feed.","passed","Authenticated remote QA: 18/18 applicable; preview a018a091; 2026-08-04","1.31.0"
"U0285","15. ELIMINAZIONE DEI POST","Verificare scomparsa sul secondo telefono.","passed","Authenticated remote QA: 18/18 applicable; preview a018a091; 2026-08-04","1.31.0"
"U0286","15. ELIMINAZIONE DEI POST","Verificare eliminazione delle fotografie.","pending","","1.31.0"
"U0287","15. ELIMINAZIONE DEI POST","Verificare eliminazione dei video.","pending","","1.31.0"
"U0288","15. ELIMINAZIONE DEI POST","Verificare eliminazione degli audio.","pending","","1.31.0"
"U0289","15. ELIMINAZIONE DEI POST","Verificare eliminazione dei commenti.","pending","","1.31.0"
"U0290","15. ELIMINAZIONE DEI POST","Verificare eliminazione delle reazioni.","pending","","1.31.0"
"U0291","15. ELIMINAZIONE DEI POST","Verificare nessun file orfano.","pending","","1.31.0"
"U0292","15. ELIMINAZIONE DEI POST","Tentare eliminazione di un post altrui.","passed","Authenticated remote QA: 18/18 applicable; preview a018a091; 2026-08-04","1.31.0"
"U0293","15. ELIMINAZIONE DEI POST","Risultato atteso: 403.","passed","Authenticated remote QA: 18/18 applicable; preview a018a091; 2026-08-04","1.31.0"
"U0294","15. ELIMINAZIONE DEI POST","Verificare che il Coordinatore possa moderare, se previsto.","pending","","1.31.0"
"U0295","16. COMMENTI","Commento senza password.","passed","Playwright Galaxy S9+ su tre contesti: viaggiatore, familiare e pubblico; identità ospite server, like aggiunto/rimosso, commento creato/modificato/eliminato, sync automatica e comandi proprietà; preview c9d82d89; 2026-08-04","1.31.0"
"U0296","16. COMMENTI","Commento con password.","pending","","1.31.0"
"U0297","16. COMMENTI","Commento come Viaggiatore.","passed","Authenticated remote QA: 18/18 applicable; preview a018a091; 2026-08-04","1.31.0"
"U0298","16. COMMENTI","Commento come Coordinatore.","pending","","1.31.0"
"U0299","16. COMMENTI","Commento testuale.","passed","Authenticated remote QA: 18/18 applicable; preview a018a091; 2026-08-04","1.31.0"
"U0300","16. COMMENTI","Commento con fotografia.","pending","","1.31.0"
"U0301","16. COMMENTI","Commento con video.","pending","","1.31.0"
"U0302","16. COMMENTI","Commento con audio.","pending","","1.31.0"
"U0303","16. COMMENTI","Commento vuoto.","pending","","1.31.0"
"U0304","16. COMMENTI","Commento molto lungo.","pending","","1.31.0"
"U0305","16. COMMENTI","Commento con emoji.","pending","","1.31.0"
"U0306","16. COMMENTI","Commento con menzione.","pending","","1.31.0"
"U0307","16. COMMENTI","Modifica commento proprio.","passed","Authenticated remote QA: 18/18 applicable; preview a018a091; 2026-08-04","1.31.0"
"U0308","16. COMMENTI","Eliminazione commento proprio.","passed","Authenticated remote QA: 18/18 applicable; preview a018a091; 2026-08-04","1.31.0"
"U0309","16. COMMENTI","Tentativo di modifica di commento altrui.","passed","Authenticated remote QA: 18/18 applicable; preview a018a091; 2026-08-04","1.31.0"
"U0310","16. COMMENTI","Tentativo di eliminazione di commento altrui.","passed","Authenticated remote QA: 18/18 applicable; preview a018a091; 2026-08-04","1.31.0"
"U0311","16. COMMENTI","Visualizza ultimi commenti.","pending","","1.31.0"
"U0312","16. COMMENTI","Visualizza tutti i commenti.","pending","","1.31.0"
"U0313","16. COMMENTI","Chiudi tutti i commenti.","pending","","1.31.0"
"U0314","16. COMMENTI","Sincronizzazione sul secondo telefono.","passed","Authenticated remote QA: 18/18 applicable; preview a018a091; 2026-08-04","1.31.0"
"U0315","17. PULSANTE VIAGGIO","Aprire Viaggio.","passed","Playwright Galaxy S9+ reale: touch fisico, 14 giornate, persistenza, 14 ricollocazioni mappa, marker Delhi 1/8 e Ranakpur; pubblicazione HTTP 201 senza duplicati; preview 9913ac2c; 2026-08-04","1.31.0"
"U0316","17. PULSANTE VIAGGIO","Verificare tutte le 14 giornate.","passed","Playwright Galaxy S9+ reale: touch fisico, 14 giornate, persistenza, 14 ricollocazioni mappa, marker Delhi 1/8 e Ranakpur; pubblicazione HTTP 201 senza duplicati; preview 9913ac2c; 2026-08-04","1.31.0"
"U0317","17. PULSANTE VIAGGIO","Aprire ogni giornata.","passed","Playwright Galaxy S9+ reale: touch fisico, 14 giornate, persistenza, 14 ricollocazioni mappa, marker Delhi 1/8 e Ranakpur; pubblicazione HTTP 201 senza duplicati; preview 9913ac2c; 2026-08-04","1.31.0"
"U0318","17. PULSANTE VIAGGIO","Chiudere ogni giornata.","passed","Playwright Galaxy S9+ reale: touch fisico, 14 giornate, persistenza, 14 ricollocazioni mappa, marker Delhi 1/8 e Ranakpur; pubblicazione HTTP 201 senza duplicati; preview 9913ac2c; 2026-08-04","1.31.0"
"U0319","17. PULSANTE VIAGGIO","Verificare fotografia della città.","passed","Playwright Galaxy S9+ reale: touch fisico, 14 giornate, persistenza, 14 ricollocazioni mappa, marker Delhi 1/8 e Ranakpur; pubblicazione HTTP 201 senza duplicati; preview 9913ac2c; 2026-08-04","1.31.0"
"U0320","17. PULSANTE VIAGGIO","Verificare titolo.","passed","Playwright Galaxy S9+ reale: touch fisico, 14 giornate, persistenza, 14 ricollocazioni mappa, marker Delhi 1/8 e Ranakpur; pubblicazione HTTP 201 senza duplicati; preview 9913ac2c; 2026-08-04","1.31.0"
"U0321","17. PULSANTE VIAGGIO","Verificare descrizione.","passed","Playwright Galaxy S9+ reale: touch fisico, 14 giornate, persistenza, 14 ricollocazioni mappa, marker Delhi 1/8 e Ranakpur; pubblicazione HTTP 201 senza duplicati; preview 9913ac2c; 2026-08-04","1.31.0"
"U0322","17. PULSANTE VIAGGIO","Verificare mezzo.","passed","Playwright Galaxy S9+ reale: touch fisico, 14 giornate, persistenza, 14 ricollocazioni mappa, marker Delhi 1/8 e Ranakpur; pubblicazione HTTP 201 senza duplicati; preview 9913ac2c; 2026-08-04","1.31.0"
"U0323","17. PULSANTE VIAGGIO","Verificare distanza.","passed","Playwright Galaxy S9+ reale: touch fisico, 14 giornate, persistenza, 14 ricollocazioni mappa, marker Delhi 1/8 e Ranakpur; pubblicazione HTTP 201 senza duplicati; preview 9913ac2c; 2026-08-04","1.31.0"
"U0324","17. PULSANTE VIAGGIO","Verificare durata.","passed","Playwright Galaxy S9+ reale: touch fisico, 14 giornate, persistenza, 14 ricollocazioni mappa, marker Delhi 1/8 e Ranakpur; pubblicazione HTTP 201 senza duplicati; preview 9913ac2c; 2026-08-04","1.31.0"
"U0325","17. PULSANTE VIAGGIO","Verificare obiettivo.","passed","Playwright Galaxy S9+ reale: touch fisico, 14 giornate, persistenza, 14 ricollocazioni mappa, marker Delhi 1/8 e Ranakpur; pubblicazione HTTP 201 senza duplicati; preview 9913ac2c; 2026-08-04","1.31.0"
"U0326","17. PULSANTE VIAGGIO","Verificare attività.","passed","Playwright Galaxy S9+ reale: touch fisico, 14 giornate, persistenza, 14 ricollocazioni mappa, marker Delhi 1/8 e Ranakpur; pubblicazione HTTP 201 senza duplicati; preview 9913ac2c; 2026-08-04","1.31.0"
"U0327","17. PULSANTE VIAGGIO","Verificare percorso.","passed","Playwright Galaxy S9+ reale: touch fisico, 14 giornate, persistenza, 14 ricollocazioni mappa, marker Delhi 1/8 e Ranakpur; pubblicazione HTTP 201 senza duplicati; preview 9913ac2c; 2026-08-04","1.31.0"
"U0328","17. PULSANTE VIAGGIO","Verificare checklist.","passed","Playwright Galaxy S9+ reale: touch fisico, 14 giornate, persistenza, 14 ricollocazioni mappa, marker Delhi 1/8 e Ranakpur; pubblicazione HTTP 201 senza duplicati; preview 9913ac2c; 2026-08-04","1.31.0"
"U0329","17. PULSANTE VIAGGIO","Selezionare un’attività.","passed","Playwright Galaxy S9+ reale: touch fisico, 14 giornate, persistenza, 14 ricollocazioni mappa, marker Delhi 1/8 e Ranakpur; pubblicazione HTTP 201 senza duplicati; preview 9913ac2c; 2026-08-04","1.31.0"
"U0330","17. PULSANTE VIAGGIO","Deselezionare un’attività.","pending","","1.31.0"
"U0331","17. PULSANTE VIAGGIO","Chiudere e riaprire.","passed","Playwright Galaxy S9+ reale: touch fisico, 14 giornate, persistenza, 14 ricollocazioni mappa, marker Delhi 1/8 e Ranakpur; pubblicazione HTTP 201 senza duplicati; preview 9913ac2c; 2026-08-04","1.31.0"
"U0332","17. PULSANTE VIAGGIO","Verificare persistenza.","passed","Playwright Galaxy S9+ reale: touch fisico, 14 giornate, persistenza, 14 ricollocazioni mappa, marker Delhi 1/8 e Ranakpur; pubblicazione HTTP 201 senza duplicati; preview 9913ac2c; 2026-08-04","1.31.0"
"U0333","17. PULSANTE VIAGGIO","Premere Giorno precedente.","passed","Playwright Galaxy S9+ reale: touch fisico, 14 giornate, persistenza, 14 ricollocazioni mappa, marker Delhi 1/8 e Ranakpur; pubblicazione HTTP 201 senza duplicati; preview 9913ac2c; 2026-08-04","1.31.0"
"U0334","17. PULSANTE VIAGGIO","Premere Giorno successivo.","passed","Playwright Galaxy S9+ reale: touch fisico, 14 giornate, persistenza, 14 ricollocazioni mappa, marker Delhi 1/8 e Ranakpur; pubblicazione HTTP 201 senza duplicati; preview 9913ac2c; 2026-08-04","1.31.0"
"U0335","17. PULSANTE VIAGGIO","Verificare limiti del primo e ultimo giorno.","passed","Playwright Galaxy S9+ reale: touch fisico, 14 giornate, persistenza, 14 ricollocazioni mappa, marker Delhi 1/8 e Ranakpur; pubblicazione HTTP 201 senza duplicati; preview 9913ac2c; 2026-08-04","1.31.0"
"U0336","17. PULSANTE VIAGGIO","Premere “Aggiungi ricordo”.","pending","","1.31.0"
"U0337","17. PULSANTE VIAGGIO","Verificare apertura del compositore sul giorno corretto.","pending","","1.31.0"
"U0338","18. PULSANTI DELLE MAPPE","Aprire la mini-mappa della giornata.","passed","Playwright Galaxy S9+ reale: touch fisico, 14 giornate, persistenza, 14 ricollocazioni mappa, marker Delhi 1/8 e Ranakpur; pubblicazione HTTP 201 senza duplicati; preview 9913ac2c; 2026-08-04","1.31.0"
"U0339","18. PULSANTI DELLE MAPPE","Aprire la mappa completa.","passed","Playwright Galaxy S9+ reale: touch fisico, 14 giornate, persistenza, 14 ricollocazioni mappa, marker Delhi 1/8 e Ranakpur; pubblicazione HTTP 201 senza duplicati; preview 9913ac2c; 2026-08-04","1.31.0"
"U0340","18. PULSANTI DELLE MAPPE","Premere “Vedi tutto”.","passed","Playwright Galaxy S9+ reale: touch fisico, 14 giornate, persistenza, 14 ricollocazioni mappa, marker Delhi 1/8 e Ranakpur; pubblicazione HTTP 201 senza duplicati; preview 9913ac2c; 2026-08-04","1.31.0"
"U0341","18. PULSANTI DELLE MAPPE","Selezionare ogni giorno dai pulsanti della mappa.","passed","Playwright Galaxy S9+ reale: touch fisico, 14 giornate, persistenza, 14 ricollocazioni mappa, marker Delhi 1/8 e Ranakpur; pubblicazione HTTP 201 senza duplicati; preview 9913ac2c; 2026-08-04","1.31.0"
"U0342","18. PULSANTI DELLE MAPPE","Verificare marker.","passed","Playwright Galaxy S9+ reale: touch fisico, 14 giornate, persistenza, 14 ricollocazioni mappa, marker Delhi 1/8 e Ranakpur; pubblicazione HTTP 201 senza duplicati; preview 9913ac2c; 2026-08-04","1.31.0"
"U0343","18. PULSANTI DELLE MAPPE","Verificare percorso.","pending","","1.31.0"
"U0344","18. PULSANTI DELLE MAPPE","Verificare zoom.","passed","Playwright Galaxy S9+ reale: touch fisico, 14 giornate, persistenza, 14 ricollocazioni mappa, marker Delhi 1/8 e Ranakpur; pubblicazione HTTP 201 senza duplicati; preview 9913ac2c; 2026-08-04","1.31.0"
"U0345","18. PULSANTI DELLE MAPPE","Verificare Delhi iniziale e finale.","passed","Playwright Galaxy S9+ reale: touch fisico, 14 giornate, persistenza, 14 ricollocazioni mappa, marker Delhi 1/8 e Ranakpur; pubblicazione HTTP 201 senza duplicati; preview 9913ac2c; 2026-08-04","1.31.0"
"U0346","18. PULSANTI DELLE MAPPE","Verificare Ranakpur.","passed","Playwright Galaxy S9+ reale: touch fisico, 14 giornate, persistenza, 14 ricollocazioni mappa, marker Delhi 1/8 e Ranakpur; pubblicazione HTTP 201 senza duplicati; preview 9913ac2c; 2026-08-04","1.31.0"
"U0347","18. PULSANTI DELLE MAPPE","Verificare linee aeree.","pending","","1.31.0"
"U0348","18. PULSANTI DELLE MAPPE","Verificare linee ferroviarie.","pending","","1.31.0"
"U0349","18. PULSANTI DELLE MAPPE","Verificare percorsi stradali.","pending","","1.31.0"
"U0350","18. PULSANTI DELLE MAPPE","Premere controlli zoom più e meno.","pending","","1.31.0"
"U0351","18. PULSANTI DELLE MAPPE","Trascinare la mappa.","pending","","1.31.0"
"U0352","18. PULSANTI DELLE MAPPE","Utilizzare due dita.","pending","","1.31.0"
"U0353","18. PULSANTI DELLE MAPPE","Ruotare il telefono.","pending","","1.31.0"
"U0354","18. PULSANTI DELLE MAPPE","Premere “Torna alla Bacheca”.","passed","Playwright Galaxy S9+ reale: touch fisico, 14 giornate, persistenza, 14 ricollocazioni mappa, marker Delhi 1/8 e Ranakpur; pubblicazione HTTP 201 senza duplicati; preview 9913ac2c; 2026-08-04","1.31.0"
"U0355","18. PULSANTI DELLE MAPPE","Verificare ritorno allo stesso punto.","pending","","1.31.0"
"U0356","18. PULSANTI DELLE MAPPE","Aprire Google Maps.","pending","","1.31.0"
"U0357","18. PULSANTI DELLE MAPPE","Verificare destinazione.","pending","","1.31.0"
"U0358","18. PULSANTI DELLE MAPPE","Premere Naviga.","pending","","1.31.0"
"U0359","18. PULSANTI DELLE MAPPE","Verificare percorso corretto.","pending","","1.31.0"
"U0360","18. PULSANTI DELLE MAPPE","Provare senza rete.","pending","","1.31.0"
"U0361","18. PULSANTI DELLE MAPPE","Mostrare alternativa con coordinate e indirizzo.","pending","","1.31.0"
"U0362","19. PULSANTE GRUPPO","Visualizzare soltanto informazioni pubbliche consentite.","passed","Playwright mobile people/roles 1/1; preview 64167f5a; 2026-08-04","1.31.0"
"U0363","19. PULSANTE GRUPPO","Non visualizzare documenti.","pending","","1.31.0"
"U0364","19. PULSANTE GRUPPO","Non visualizzare posizione.","pending","","1.31.0"
"U0365","19. PULSANTE GRUPPO","Non visualizzare comandi di modifica.","passed","Playwright mobile people/roles 1/1; preview 64167f5a; 2026-08-04","1.31.0"
"U0366","19. PULSANTE GRUPPO","Verificare informazioni autorizzate.","pending","","1.31.0"
"U0367","19. PULSANTE GRUPPO","Non visualizzare documenti.","pending","","1.31.0"
"U0368","19. PULSANTE GRUPPO","Non modificare profili.","passed","Playwright mobile people/roles 1/1; preview 64167f5a; 2026-08-04","1.31.0"
"U0369","19. PULSANTE GRUPPO","Non creare inviti.","passed","Playwright mobile people/roles 1/1; preview 64167f5a; 2026-08-04","1.31.0"
"U0370","19. PULSANTE GRUPPO","Aprire il proprio profilo.","pending","","1.31.0"
"U0371","19. PULSANTE GRUPPO","Modificare il proprio profilo.","pending","","1.31.0"
"U0372","19. PULSANTE GRUPPO","Sostituire la propria fotografia.","pending","","1.31.0"
"U0373","19. PULSANTE GRUPPO","Non modificare profili altrui.","passed","Playwright mobile people/roles 1/1; preview 64167f5a; 2026-08-04","1.31.0"
"U0374","19. PULSANTE GRUPPO","Creare profilo.","passed","Playwright mobile people/roles 1/1; preview 64167f5a; 2026-08-04","1.31.0"
"U0375","19. PULSANTE GRUPPO","Modificare profilo.","passed","Playwright mobile people/roles 1/1; preview 64167f5a; 2026-08-04","1.31.0"
"U0376","19. PULSANTE GRUPPO","Assegnare ruolo.","passed","Playwright mobile people/roles 1/1; preview 64167f5a; 2026-08-04","1.31.0"
"U0377","19. PULSANTE GRUPPO","Creare invito.","passed","Playwright mobile people/roles 1/1; preview 64167f5a; 2026-08-04","1.31.0"
"U0378","19. PULSANTE GRUPPO","Copiare invito.","pending","","1.31.0"
"U0379","19. PULSANTE GRUPPO","Verificare durata di 48 ore.","pending","","1.31.0"
"U0380","19. PULSANTE GRUPPO","Verificare utilizzo singolo.","pending","","1.31.0"
"U0381","19. PULSANTE GRUPPO","Revocare invito, se previsto.","pending","","1.31.0"
"U0382","20. CAMPI DEL PROFILO","Nome.","passed","Playwright mobile people/roles 1/1; preview 64167f5a; 2026-08-04","1.31.0"
"U0383","20. CAMPI DEL PROFILO","Cognome.","passed","Playwright mobile people/roles 1/1; preview 64167f5a; 2026-08-04","1.31.0"
"U0384","20. CAMPI DEL PROFILO","Età.","passed","Playwright mobile people/roles 1/1; preview 64167f5a; 2026-08-04","1.31.0"
"U0385","20. CAMPI DEL PROFILO","Lavoro.","passed","Playwright mobile people/roles 1/1; preview 64167f5a; 2026-08-04","1.31.0"
"U0386","20. CAMPI DEL PROFILO","Città di provenienza.","passed","Playwright mobile people/roles 1/1; preview 64167f5a; 2026-08-04","1.31.0"
"U0387","20. CAMPI DEL PROFILO","Biografia.","passed","Playwright mobile people/roles 1/1; preview 64167f5a; 2026-08-04","1.31.0"
"U0388","20. CAMPI DEL PROFILO","Ruolo.","passed","Playwright mobile people/roles 1/1; preview 64167f5a; 2026-08-04","1.31.0"
"U0389","20. CAMPI DEL PROFILO","Fotografia.","pending","","1.31.0"
"U0390","20. CAMPI DEL PROFILO","valore vuoto;","passed","Playwright mobile people/roles 1/1; preview 64167f5a; 2026-08-04","1.31.0"
"U0391","20. CAMPI DEL PROFILO","valore molto lungo;","pending","","1.31.0"
"U0392","20. CAMPI DEL PROFILO","accenti;","pending","","1.31.0"
"U0393","20. CAMPI DEL PROFILO","apostrofi;","pending","","1.31.0"
"U0394","20. CAMPI DEL PROFILO","emoji;","pending","","1.31.0"
"U0395","20. CAMPI DEL PROFILO","HTML;","pending","","1.31.0"
"U0396","20. CAMPI DEL PROFILO","JavaScript;","pending","","1.31.0"
"U0397","20. CAMPI DEL PROFILO","salvataggio;","passed","Playwright mobile people/roles 1/1; preview 64167f5a; 2026-08-04","1.31.0"
"U0398","20. CAMPI DEL PROFILO","modifica;","passed","Playwright mobile people/roles 1/1; preview 64167f5a; 2026-08-04","1.31.0"
"U0399","20. CAMPI DEL PROFILO","chiusura e riapertura;","pending","","1.31.0"
"U0400","20. CAMPI DEL PROFILO","aggiornamento sul secondo dispositivo;","passed","Playwright mobile people/roles 1/1; preview 64167f5a; 2026-08-04","1.31.0"
"U0401","20. CAMPI DEL PROFILO","privacy nella vista pubblica.","pending","","1.31.0"
"U0402","21. INVITI PERSONALI","Creare invito.","passed","Authenticated remote QA: 18/18 applicable; preview a018a091; 2026-08-04","1.31.0"
